id,book_id,isbn,authors,original_publication_year,title
352,20910157,62268341,Amy Poehler,2014,Yes Please
353,12996,743477553,William Shakespeare,1603,Othello
354,6149,1400033411,Toni Morrison,1987,Beloved
355,3236307,015206396X,Kristin Cashore,2008,"Graceling (Graceling Realm, #1)"
356,78411,439206472,"Lemony Snicket, Brett Helquist",1999,"The Bad Beginning (A Series of Unfortunate Events, #1)"
357,355697,449213943,"Erich Maria Remarque, A.W. Wheen",1929,All Quiet on the Western Front
358,191139,679805273,Dr. Seuss,1990,"Oh, The Places You'll Go!"
359,16115612,159463176X,Khaled Hosseini,2012,And the Mountains Echoed
360,7082,345404475,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream of Electric Sheep?
361,18254,141439742,"Charles Dickens, George Cruikshank, Philip Horne",1838,Oliver Twist
362,11149,60652896,C.S. Lewis,1942,The Screwtape Letters
363,6936382,525423273,Stephanie Perkins,2010,"Anna and the French Kiss (Anna and the French Kiss, #1)"
364,113946,7173040,Dr. Seuss,1957,How the Grinch Stole Christmas!
365,5805,1401207928,"Alan Moore, David   Lloyd",1990,V for Vendetta
366,2203,743223136,David McCullough,2001,John Adams
367,14995,553384287,Dean Koontz,2003,"Odd Thomas (Odd Thomas, #1)"
368,119324,679879250,Philip Pullman,1997,"The Subtle Knife (His Dark Materials, #2)"
369,22232,439488400,Jerry Spinelli,2000,"Stargirl (Stargirl, #1)"
370,7090447,1423113381,Rick Riordan,2010,"The Red Pyramid (Kane Chronicles, #1)"
371,350,441788386,Robert A. Heinlein,1961,Stranger in a Strange Land
372,10176,965904830,David Sedaris,2004,Dress Your Family in Corduroy and Denim
373,6319,141311371,"Roald Dahl, Quentin Blake",1982,The BFG
374,21,076790818X,Bill Bryson,2003,A Short History of Nearly Everything
375,1852,439227143,Jack London,1903,The Call of the Wild
376,7864437,385738773,James Dashner,2011,"The Death Cure (Maze Runner, #3)"
377,16793,61142026,Neil Gaiman,1999,Stardust
378,33917,618485228,Jhumpa Lahiri,2003,The Namesake
379,8667848,670022411,Deborah Harkness,2011,"A Discovery of Witches (All Souls Trilogy, #1)"
380,11297,375704027,"Haruki Murakami, Jay Rubin",1987,Norwegian Wood
381,5168,446672211,Billie Letts,1995,Where the Heart Is
382,6567017,525421580,"John Green, David Levithan",2010,"Will Grayson, Will Grayson"
383,1241,307276902,James Frey,2003,A Million Little Pieces
384,2282133,1595141758,Richelle Mead,2008,"Frostbite (Vampire Academy, #2)"
385,8520610,307352145,Susan Cain,2012,Quiet: The Power of Introverts in a World That Can't Stop Talking
386,233818,440439884,Scott O'Dell,1960,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)"
387,17250,142437336,"Arthur Miller, Christopher Bigsby",1953,The Crucible
388,50,689840926,Gary Paulsen,1986,"Hatchet (Brian's Saga, #1)"
389,68428,076531178X,Brandon Sanderson,2006,"The Final Empire (Mistborn, #1)"
390,51496,451528956,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr. Jekyll and Mr. Hyde
391,7784,679889108,Dr. Seuss,1971,The Lorax
392,389627,810993139,Jeff Kinney,2004,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)"
393,7896527,1599906953,Sarah J. Maas,2012,"Throne of Glass (Throne of Glass, #1)"
394,2802316,1595141979,Richelle Mead,2008,"Shadow Kiss (Vampire Academy, #3)"
395,46170,684803356,Ernest Hemingway,1940,For Whom the Bell Tolls
396,3367956,345505336,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet
397,343,140120831,"Patrick Süskind, John E. Woods",1985,Perfume: The Story of a Murderer
398,1097,60838582,Eric Schlosser,2001,Fast Food Nation: The Dark Side of the All-American Meal
399,3950967,747599874,J.K. Rowling,2007,The Tales of Beedle the Bard
400,22328,441569595,William Gibson,1984,Neuromancer
401,10799,99910101,Ernest Hemingway,1929,A Farewell to Arms
402,391729,553212281,Edgar Allan Poe,1843,The Tell-Tale Heart and Other Writings
403,10534,1590302257,"Sun Tzu, Thomas Cleary",-500,The Art of War
404,11367726,385344228,William Landay,2012,Defending Jacob
405,4980,385334206,Kurt Vonnegut Jr.,1973,Breakfast of Champions
406,627206,874774241,Betty Edwards,1979,The New Drawing on the Right Side of the Brain
407,5826,60838728,Ann Patchett,2001,Bel Canto
408,1842,739467352,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies"
409,9375,375508414,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe
410,37781,385474547,Chinua Achebe,1958,"Things Fall Apart (The African Trilogy, #1)"
411,33722,385338694,Sophie Kinsella,2005,The Undomestic Goddess
412,567795,1881273156,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
413,7190,,Alexandre Dumas,1844,The Three Musketeers
414,6948436,1416589643,Chris Cleave,2008,Little Bee
415,3975774,031253275X,Alyson Noel,2009,"Evermore (The Immortals, #1)"
416,6327,590032496,"Roald Dahl, Quentin Blake",1983,The Witches
417,40440,743298020,Diane Setterfield,2006,The Thirteenth Tale
418,6479259,1595142509,Richelle Mead,2010,"Spirit Bound (Vampire Academy, #5)"
419,5996153,1595141987,Richelle Mead,2009,"Blood Promise (Vampire Academy, #4)"
420,3478,446676071,Nicholas Sparks,1998,Message in a Bottle
421,8683812,345521307,Paula McLain,2011,The Paris Wife
422,862041,545044251,J.K. Rowling,1998,"Harry Potter Boxset (Harry Potter, #1-7)"
423,16248068,62059963,Kiera Cass,2013,"The Elite (The Selection, #2)"
424,119073,156001314,"Umberto Eco, William Weaver, Seán Barrett",1980,The Name of the Rose
425,46799,1416914633,"Beatrice Sparks, Anonymous",1971,Go Ask Alice
426,310612,802130208,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces
427,92303,158049580X,Oscar Wilde,1895,The Importance of Being Earnest
428,12127750,1423140605,Rick Riordan,2012,"The Mark of Athena (The Heroes of Olympus, #3)"
429,34497,60855924,Terry Pratchett,1983,"The Color of Magic (Discworld, #1; Rincewind #1)"
430,4929,1400079276,"Haruki Murakami, Philip Gabriel",2002,Kafka on the Shore
431,28877,525945563,Thomas Harris,1981,"Red Dragon (Hannibal Lecter, #1)"
432,41804,553803700,Isaac Asimov,1950,"I, Robot (Robot #0.1)"
433,42899,451216954,J.R. Ward,2005,"Dark Lover (Black Dagger Brotherhood, #1)"
434,7791997,1416989439,Becca Fitzpatrick,2010,"Crescendo (Hush, Hush, #2)"
435,6482837,61726818,Lauren Oliver,2010,Before I Fall
436,9777,679457313,Arundhati Roy,1997,The God of Small Things
437,18079776,670024783,Sue Monk Kidd,2014,The Invention of Wings
438,6469165,141043768,Liane Moriarty,2009,What Alice Forgot
439,3869,553380168,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time
440,7315573,525951652,Ken Follett,2010,"Fall of Giants (The Century Trilogy, #1)"
441,6320534,1439148503,Stephen King,2009,Under the Dome
442,830,553380958,Neal Stephenson,1992,Snow Crash
443,51738,670061050,Sarah Dessen,2006,Just Listen
444,99107,525467564,"A.A. Milne, Ernest H. Shepard",1926,"Winnie-the-Pooh (Winnie-the-Pooh, #1)"
445,9736930,62060554,S.J. Watson,2011,Before I Go to Sleep
446,102868,1420925539,Arthur Conan Doyle,1887,A Study in Scarlet
447,2248573,375826726,Christopher Paolini,2008,"Brisingr (The Inheritance Cycle, #3)"
448,56495,310276993,Rick Warren,2002,The Purpose Driven Life: What on Earth Am I Here for?
449,676924,312360282,"P.C. Cast, Kristin Cast",2007,"Betrayed (House of Night, #2)"
450,47212,451457811,Jim Butcher,2000,"Storm Front (The Dresden Files, #1)"
451,50398,1593082649,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey
452,16101128,399162410,Rick Yancey,2013,"The 5th Wave (The 5th Wave, #1)"
453,10920,802142842,Charles Frazier,1997,Cold Mountain
454,767680,60245867,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie
455,42155,312323867,Emily Giffin,2005,"Something Blue (Darcy & Rachel, #2)"
456,12220,822210894,Tennessee Williams,1947,A Streetcar Named Desire
457,10692,751537284,Elizabeth Kostova,2005,The Historian
458,20170404,385353308,Emily St. John Mandel,2014,Station Eleven
459,18774964,1476738017,"Fredrik Backman, Henning Koch",2012,A Man Called Ove
460,18335634,1406321346,Cassandra Clare,2013,"Clockwork Princess (The Infernal Devices, #3)"
461,1078,1416500189,Pearl S. Buck,1931,"The Good Earth (House of Earth, #1)"
462,2784,140135154,John Berger,1972,Ways of Seeing
463,5364,385335970,Diana Gabaldon,1992,"Dragonfly in Amber (Outlander, #2)"
464,1923820,,Anonymous,1611,Holy Bible: King James Version
465,14758,743495667,Jennifer Weiner,2002,In Her Shoes
466,659469,345368584,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit: Graphic Novel
467,297673,1594489580,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao
468,37415,61120065,Zora Neale Hurston,1937,Their Eyes Were Watching God
469,41899,439321603,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them
470,17851885,316322407,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban
471,45032,141439807,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park
472,4069,080701429X,Viktor E. Frankl,1946,Man's Search for Meaning
473,237209,670038601,Tana French,2007,"In the Woods (Dublin Murder Squad, #1)"
474,14743,618680004,Richard Dawkins,2006,The God Delusion
475,8492825,525422943,Gayle Forman,2011,"Where She Went (If I Stay, #2)"
476,7069,345915593,John Irving,1978,The World According to Garp
477,78129,515141429,Lee Child,1997,"Killing Floor (Jack Reacher, #1)"
478,2932,375757325,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,Robinson Crusoe
479,28862,937832383,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,The Prince
480,18122,440238153,Philip Pullman,2000,"The Amber Spyglass (His Dark Materials, #3)"
481,43889,765346524,Terry Goodkind,1994,"Wizard's First Rule (Sword of Truth, #1)"
482,6837103,1439153663,Kathleen Grissom,2010,The Kitchen House
483,5113,316769029,J.D. Salinger,1961,Franny and Zooey
484,29059,385720920,Chuck Palahniuk,2001,Choke
485,4934,374528373,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,The Brothers Karamazov
486,307791,375822747,Jeanne DuPrau,2003,"The City of Ember (Book of Ember, #1)"
487,7670,60541814,Michael Crichton,1969,The Andromeda Strain
488,11566,451933028,Stephen King,1996,The Green Mile
489,2547,000100039X,Kahlil Gibran,1923,The Prophet
490,15196,394541553,Art Spiegelman,1985,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)"
491,2866718,312379838,"P.C. Cast, Kristin Cast",2008,"Untamed (House of Night, #4)"
492,7967,812550757,Orson Scott Card,1986,"Speaker for the Dead (Ender's Saga, #2)"
493,11138,684823780,C.S. Lewis,1952,Mere Christianity
494,29044,1400031702,Donna Tartt,1992,The Secret History
495,4953,375725784,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius
496,1295,553381679,Jean M. Auel,1980,"The Clan of the Cave Bear (Earth's Children, #1)"
497,3685,439228905,Anna Sewell,1877,Black Beauty
498,656,192833987,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,War and Peace
499,28676,679735771,Bret Easton Ellis,1991,American Psycho
500,38980,613371658,Meg Cabot,2000,"The Princess Diaries (The Princess Diaries, #1)"
501,7061,1400034779,Alexander McCall Smith,1998,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)"
502,138398,1582406723,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 01: Days Gone Bye"
503,70535,451457994,Arthur C. Clarke,1968,"2001: A Space Odyssey (Space Odyssey, #1)"
504,11422,1590525132,Francine Rivers,1991,Redeeming Love
505,27523,842342702,"Tim LaHaye, Jerry B. Jenkins",1995,"Left Behind (Left Behind, #1)"
506,18635016,62059998,Kiera Cass,2014,"The One (The Selection, #3)"
507,7938275,545265355,Suzanne Collins,2010,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)"
508,1869,805063897,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America
509,1358844,593053893,Sophie Kinsella,2008,Remember Me?
510,233649,812517725,Robert Jordan,1990,"The Great Hunt (Wheel of Time, #2)"
511,6534,743477154,Patricia Cornwell,1990,"Postmortem (Kay Scarpetta, #1)"
512,23919,385074077,Edgar Allan Poe,1849,The Complete Stories and Poems
513,561909,553256696,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place: The Triumphant True Story of Corrie Ten Boom
514,3590,192835084,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes
515,16735,553381547,Pat Conroy,1986,The Prince of Tides
516,3985,312282990,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay
517,4268157,802798233,Simone Elkeles,2008,"Perfect Chemistry (Perfect Chemistry, #1)"
518,34268,805072454,"J.M. Barrie, Michael Hague",1904,Peter Pan
519,24768,689865392,Scott Westerfeld,2005,"Pretties (Uglies, #2)"
520,11275,965341984,"Haruki Murakami, Jay Rubin",1994,The Wind-Up Bird Chronicle
521,79885,739465511,Michael Connelly,2005,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)"
522,49628,375507256,David Mitchell,2004,Cloud Atlas
523,133518,767902890,Tim O'Brien,1990,The Things They Carried
524,114683,1844137872,Banksy,1988,Wall and Piece
525,9593911,006197806X,Lauren Oliver,2012,"Pandemonium (Delirium, #2)"
526,17231,307277887,Jeff Lindsay,2004,"Darkly Dreaming Dexter (Dexter, #1)"
527,110494,1841493007,Charlaine Harris,2002,"Living Dead in Dallas (Sookie Stackhouse, #2)"
528,34897,765305119,Robert Jordan,1991,"The Dragon Reborn (Wheel of Time, #3)"
529,7733,141439491,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver's Travels
530,12957,743482751,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing
531,52357,393320979,"Unknown, Seamus Heaney",975,Beowulf
532,59980,1401207529,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One
533,24817626,62409859,Harper Lee,2015,Go Set a Watchman
534,1044355,316143472,David Sedaris,2008,When You Are Engulfed in Flames
535,8490112,316134023,Laini Taylor,2011,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)"
536,17878931,1409151174,Victoria Aveyard,2015,"Red Queen (Red Queen, #1)"
537,12609433,1400069289,Charles Duhigg,2011,The Power of Habit: Why We Do What We Do in Life and Business
538,386187,679751521,John Berendt,1994,Midnight in the Garden of Good and Evil
539,15717943,1301949825,Colleen Hoover,2012,"Hopeless (Hopeless, #1)"
540,3008,142437018,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess
541,51737,142406252,Sarah Dessen,2004,The Truth About Forever
542,84119,439861365,C.S. Lewis,1954,"The Horse and His Boy (Chronicles of Narnia, #5)"
543,6527740,1595143068,Richelle Mead,2010,"Last Sacrifice (Vampire Academy, #6)"
544,77767,64400026,"Laura Ingalls Wilder, Garth Williams",1935,"Little House on the Prairie (Little House, #2)"
545,144974,380002558,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit
546,629,60589469,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values
547,8909,375759239,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds
548,162085,60887303,Sara Shepard,2006,"Pretty Little Liars (Pretty Little Liars, #1)"
549,231850,670241334,Don Freeman,1948,Corduroy
550,3109,1594200823,Michael Pollan,2006,The Omnivore's Dilemma: A Natural History of Four Meals
551,15790842,316176486,Kate Atkinson,2013,Life After Life
552,3462,446696129,Nicholas Sparks,2000,The Rescue
553,107291,045057458X,Stephen King,1991,Needful Things
554,10987,385335997,Diana Gabaldon,1993,"Voyager (Outlander, #3)"
555,117251,393315053,"Kenneth Branagh, William Shakespeare",1996,"Hamlet: Screenplay, Introduction And Film Diary"
556,10603,307348245,Stephen King,1981,Cujo
557,10956,747560595,Jeffrey Eugenides,1993,The Virgin Suicides
558,140077,441012183,Charlaine Harris,2004,"Dead to the World (Sookie Stackhouse, #4)"
559,32261,141439599,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the D'Urbervilles
560,2175,192840398,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary
561,378,394820371,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth
562,7235533,765326353,Brandon Sanderson,2010,"The Way of Kings (The Stormlight Archive, #1)"
563,140082,1841493015,Charlaine Harris,2003,"Club Dead (Sookie Stackhouse, #3)"
564,248704,078685197X,Ned Vizzini,2006,It's Kind of a Funny Story
565,68429,765316889,Brandon Sanderson,2007,"The Well of Ascension (Mistborn, #2)"
566,25041504,,Jojo Moyes,2015,"After You (Me Before You, #2)"
567,10032672,034552554X,Vanessa Diffenbaugh,2011,The Language of Flowers
568,59960,156389341X,"Frank Miller, Klaus Janson, Lynn Varley",1986,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)"
569,13152,446617792,James Patterson,2005,"The Angel Experiment (Maximum Ride, #1)"
570,285092,1573225517,Nick Hornby,1995,High Fidelity
571,15925,446696110,Nicholas Sparks,2003,The Guardian
572,46756,385721676,Margaret Atwood,2003,"Oryx and Crake (MaddAddam, #1)"
573,1274,60574216,John Gray,1998,"Men Are from Mars, Women Are from Venus"
574,33313,60899220,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary Underbelly
575,7669,99244721,Michael Crichton,1999,Timeline
576,19380,486266893,Voltaire,1759,Candide
577,84981,374480095,Natalie Babbitt,1975,Tuck Everlasting
578,10629,2253147699,"Stephen King, Marie Milpois",1983,Christine
579,197084,1713221,P.D. Eastman,1960,Are You My Mother?
580,222078,071483355X,E.H. Gombrich,1950,The Story of Art
581,13206760,312642962,Marissa Meyer,2013,"Scarlet (The Lunar Chronicles, #2)"
582,69571,751532711,Robert T. Kiyosaki,1997,"Rich Dad, Poor Dad"
583,10637766,1442426640,Becca Fitzpatrick,2011,"Silence (Hush, Hush, #3)"
584,6101718,670020559,Lev Grossman,2009,The Magicians (The Magicians #1)
585,13615,1421501686,"Tsugumi Ohba, Takeshi Obata",2004,"Death Note, Vol. 1: Boredom (Death Note, #1)"
586,3682,689875347,Libba Bray,2003,"A Great and Terrible Beauty (Gemma Doyle, #1)"
587,256566,60529709,Jonathan Safran Foer,2002,Everything Is Illuminated
588,15769,752863886,Robert Ludlum,1986,"The Bourne Supremacy (Jason Bourne, #2)"
589,16056408,425266745,Tammara Webber,2012,"Easy (Contours of the Heart, #1)"
590,58696,140439447,"Charles Dickens, Jeremy Tambling",1849,David Copperfield
591,693208,316013684,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian
592,117833,679760806,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,The Master and Margarita
593,13642,553383043,Ursula K. Le Guin,1968,"A Wizard of Earthsea (Earthsea Cycle, #1)"
594,357664,763616052,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie
595,5148,743253973,John Knowles,1959,A Separate Peace
596,5349,385339607,John Grisham,1995,The Rainmaker
